,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity,Absolute Intensity
25.375,161055,142019,187006,278909,126173,101871,102538,287670,384513,177400,323686,327317,451460,220194,133921,73086,76887,63799,53981,107958
25.379,161592,144215,192578,269469,125182,102515,103708,300195,400420,181591,329932,342323,476791,232148,131424,72842,76506,64109,54394,111070
25.383,169730,146537,200801,257901,125722,104802,105113,311943,415131,185835,340511,358655,502634,240700,131473,72233,78226,63411,55012,114508
25.387,179597,150356,208138,244945,127587,105317,102875,326511,422752,193498,347907,373107,526747,250054,130838,71778,80474,62800,54809,117766
25.392,186530,154363,215643,233712,132693,105020,100427,344707,427730,200554,354021,382733,539104,261523,129513,73078,80280,65409,53913,119829
25.396,193367,162675,223128,222674,137467,104945,98525,358568,434104,207475,361978,390023,545542,270692,130025,73228,78199,66260,54362,125039
25.400,199858,169023,231059,210453,141828,105935,95540,367006,437022,213323,372209,395904,549817,275181,127544,74470,76972,66389,55945,129665
25.404,203792,171926,236138,198468,143502,106529,91677,372901,432290,216889,375693,397459,538887,278027,124990,77710,75368,64942,55965,135035
25.408,209402,173399,239095,186751,143098,105105,89113,378211,421451,219872,370783,393297,519286,279736,122162,80656,73378,65683,54593,141784
25.413,220138,177696,246087,179978,145877,106494,88695,384655,409678,221628,363899,387531,499251,279068,119015,80895,71343,65660,55719,149604
25.417,233295,181439,256951,177654,152579,110425,88065,391164,398616,222061,360598,377758,479459,278313,116286,82273,69724,66064,57456,154403
25.421,243475,189829,270315,171688,161444,112920,84207,390656,388251,223560,356672,367468,465103,275533,117461,83972,69331,66090,60211,157028
25.425,252024,200273,283227,165663,168589,115058,80334,381578,376519,224137,350440,361785,456416,267939,115129,83774,67859,68389,61617,162648
25.429,262199,208291,292673,161936,172486,114547,77709,372186,363938,220417,342674,356054,443793,254035,110783,84919,67233,72219,61693,167183
25.433,275991,216760,303016,161389,178140,115110,76032,364339,352372,216940,333920,351804,428985,243197,108337,87194,66096,74501,62346,171618
25.438,296035,233003,319006,163878,186199,119495,74953,356250,348740,214444,329027,348604,421481,239358,107486,89759,64837,76056,62192,175668
25.442,322272,252693,342621,166162,197852,123159,71063,343852,350570,210484,320221,344979,423503,235732,107195,94604,62531,77015,63688,178992
25.446,347769,272543,371226,164955,216062,130264,68192,335319,356644,209125,313414,343406,434764,232992,107805,98204,59646,77253,64094,185055
25.450,373523,297757,401524,165564,234733,138532,69055,336494,368327,208399,313794,350005,453748,232323,105907,98678,58088,78967,65543,191097
25.454,406489,329728,445928,169569,254002,144145,68921,339710,384179,206537,322170,362760,478495,234963,104181,99700,55118,79866,66479,192664
25.458,454017,369616,502525,173855,277960,151643,69311,342162,404041,208885,337723,376000,510549,241843,104831,101443,55224,80295,66449,193296
25.462,512265,414875,558125,176306,303427,161169,68955,346995,429257,213650,357566,393230,548863,253256,107534,101778,55591,81280,66020,194746
25.467,580137,456997,624356,185353,329828,173362,68813,354948,452636,217831,380296,418694,590954,266664,110762,102937,55079,83845,67080,198102
25.471,659221,489758,705661,196587,361044,187789,70918,372685,477001,224069,402121,451900,638457,278137,115463,106609,53906,85444,70775,204527
25.475,735288,515780,795589,206244,392938,202977,73328,404033,508158,230262,426624,490908,691199,291270,117268,107681,53492,90539,74637,211548
25.479,805615,544836,890213,212821,420461,217635,72961,432090,543719,234129,459384,525914,751089,308667,118740,108243,56238,93026,76978,216193
25.483,879119,572283,983092,218324,447132,234428,73895,450614,584613,235982,489523,544342,793153,326031,122877,111241,55632,96362,74723,219313
25.488,951657,595073,1063314,223763,479802,248082,75441,474372,621928,239606,507915,557968,805740,343502,129537,111875,56545,98846,75867,222262
25.492,1011186,619595,1120180,228289,512583,254705,74852,502293,652441,249671,522163,584677,813930,363471,132609,109346,56272,100557,79643,226733
25.496,1034094,642786,1155708,236304,530349,264293,74982,529367,674188,261465,541520,608546,825460,380339,132970,107387,57754,103434,81637,233669
25.500,1028587,660864,1168463,246438,534593,274364,77107,556779,683549,267897,562287,616470,832869,390092,138122,107403,59198,108051,81365,237433
25.504,1017502,676744,1160476,257844,537090,277194,76872,580599,683009,274326,574821,624733,842015,399776,143809,110256,60391,109099,83986,237079
25.508,1008563,677703,1154448,271865,539459,274305,76423,598320,686659,284327,578895,643117,849068,415383,147326,111233,60354,108124,81865,237591
25.512,994227,670668,1161015,292705,538276,268523,80190,605361,699248,290877,585569,662484,846922,434374,149888,111291,65477,109173,82862,238757
25.517,985928,677795,1159773,323299,532237,261620,84629,610176,712919,296321,595213,675074,845890,444341,150901,112172,65328,109555,85430,241645
25.521,1003123,695084,1146613,356737,529633,258400,88038,619234,720817,307823,609703,677924,858493,450031,150937,111807,64668,109006,88105,247391
25.525,1027686,711790,1137267,390145,544099,256772,90225,622156,725538,322732,631111,682004,867862,464231,152751,110495,65308,106860,89261,258557
25.529,1048380,737565,1137637,435239,579780,258017,94398,623697,729591,341173,657697,702972,869803,480250,157077,112982,66927,107031,88847,272877
25.533,1083153,783215,1158526,486939,619469,265576,101401,637080,736114,362453,686438,724352,881279,490730,160534,117477,68443,106727,89306,289185
25.538,1139636,865989,1217936,529525,657629,283492,111855,655809,752704,385772,716475,743421,907281,500772,160129,122740,67335,106603,89038,310994
25.542,1214782,987481,1300729,583204,731027,312605,124374,678213,786599,414816,758307,781551,947237,516424,160657,130404,67968,107742,91302,342089
25.546,1318384,1122627,1415020,662264,834443,350806,136777,713151,848047,455016,812294,840178,1007085,538395,163770,139893,72827,112593,94831,383760
25.550,1481962,1266755,1574582,741465,950558,403954,146593,767547,923548,504317,877060,917145,1084127,568346,164591,151331,76382,120235,99267,439381
25.554,1695591,1444710,1775070,809591,1102329,476704,159144,828527,998416,558339,957102,1009117,1176752,609191,162983,167254,75574,128984,105048,504584
25.558,1926668,1668057,2026162,881859,1291753,572509,173526,883962,1091263,606145,1045825,1105283,1290688,654085,160314,184709,76213,142083,112721,575054
25.563,2199477,1918679,2326791,952018,1507271,705440,185119,948995,1221228,649604,1153261,1195364,1417309,696866,159218,200481,78853,163813,122612,661490
25.567,2548840,2172996,2657724,994666,1745069,857686,194698,1032639,1353243,703997,1263830,1267283,1537542,741952,161672,213735,79646,186313,135820,763015
25.571,2947498,2438027,3026533,1011431,1990180,995884,204604,1107186,1429818,761400,1341064,1326147,1651311,786846,164898,229181,80133,210772,156388,859268
25.575,3373037,2719790,3431026,1028922,2223659,1124183,208646,1178667,1467263,817148,1402977,1380789,1744898,823241,167395,248363,84175,239099,180316,941495
25.579,3833819,2955330,3787316,1041369,2447892,1263781,206184,1280362,1519606,870402,1474275,1448852,1809916,858345,169438,268953,89241,266977,204246,1005888
25.583,4281859,3131682,4072102,1032502,2686316,1429767,202455,1380291,1571547,905435,1535674,1524136,1854159,882428,171058,284912,93238,293186,225173,1056161
25.587,4644393,3329476,4376178,1010164,2924225,1603362,199683,1448246,1571284,922052,1549773,1574537,1850856,903169,172622,297599,94214,315032,246418,1111617
25.592,4946183,3544190,4739527,989152,3130425,1735254,199401,1490697,1527765,920818,1510261,1589540,1797109,924055,174103,306177,95317,339214,269552,1159374
25.596,5270646,3682068,5094896,977808,3294882,1797561,195374,1501977,1462157,902180,1449830,1573189,1733062,921176,177970,313979,97646,363724,295045,1172447
25.600,5507032,3697414,5288236,978883,3410937,1799560,189414,1486060,1373147,872059,1386418,1510579,1675670,875913,182819,316804,99842,380706,318211,1146369
25.604,5530514,3667154,5275338,1009128,3445674,1786053,189589,1450792,1273157,830495,1308203,1401075,1598846,816006,183000,313235,99678,392461,332449,1107177
25.608,5446466,3657577,5173034,1072465,3338524,1764584,195355,1384458,1169650,777605,1203679,1280231,1478634,762194,184581,309646,100728,401511,339577,1070218
25.613,5294909,3568482,5016045,1156220,3147168,1716929,204835,1297258,1064704,720084,1076378,1172718,1333960,697473,194668,304802,103451,402506,340012,1017780
25.617,5062549,3330513,4777129,1268912,2968778,1653108,218873,1200508,952671,665554,947358,1067443,1194954,627656,206662,295716,104149,395480,331040,939860
25.621,4711078,3010838,4505437,1435720,2785453,1557760,242511,1090832,837629,608987,831134,955185,1067068,564067,217087,284593,105660,380157,314543,849531
25.625,4178699,2649198,4194844,1646324,2570346,1427944,276356,973123,737683,543723,722214,837909,938849,505717,230028,272860,105690,357287,301438,761314
25.629,3602668,2294880,3793836,1886120,2326265,1295638,316676,856567,646832,474858,623545,728458,818789,452242,246949,257663,104012,339327,291124,673674
25.633,3108307,2000465,3300796,2156183,2048575,1149527,373929,745336,561224,413354,547083,636136,720334,402125,268492,234988,104643,329926,278442,591351
25.637,2655840,1728731,2766315,2457638,1753338,994897,447572,646025,488458,364438,485954,550664,633149,358518,293172,211613,108935,315345,264743,522216
25.642,2213005,1455966,2276357,2800214,1494417,862820,535165,569495,432203,326043,431133,472635,551747,326093,318013,195648,114329,290896,251632,460920
25.646,1829332,1213724,1867527,3196284,1280938,759417,626165,513442,393971,292310,378892,410065,486192,297493,342724,183181,124933,264700,237633,401792
25.650,1531712,1019213,1522250,3628451,1086215,673747,717400,464681,362213,263250,336455,363991,439897,274477,373149,168554,138044,243620,220276,349994
25.654,1261996,861630,1235899,4000002,909569,592756,817251,413108,332063,240046,307077,331120,404824,259872,411827,157239,150493,227726,206769,313333
25.658,1016891,729053,1011532,4245761,757313,518824,920983,363049,310990,219880,288848,304978,373014,245577,453006,149133,168187,213214,194179,282587
25.663,828178,617955,832398,4474311,631509,462735,1016027,327690,296195,203967,273718,286135,350672,232242,494439,142782,190441,199859,179037,251472
25.667,688754,526600,689259,4724008,529829,416170,1105374,304505,285463,195096,258774,277314,343259,220692,539150,136085,213376,185747,165708,226277
25.671,586485,454034,586426,4877109,455789,374183,1193316,285427,281842,188105,249559,276950,343445,213054,582120,127250,239896,169551,152820,207376
25.675,507223,397189,508219,4904558,400335,340004,1261345,272889,279188,179361,245741,274727,348386,210625,616456,118766,269081,156328,140620,193435
25.679,449225,356697,448096,4834537,355569,314360,1295058,269131,283604,172574,245879,272861,358090,210692,644413,115401,297979,147269,130844,182535
25.683,406527,328795,404245,4741648,323617,291421,1295521,268207,293371,167992,244908,274907,366221,210980,672083,114451,326290,139350,123689,172278
25.688,375770,306040,369185,4641505,300833,268651,1261622,266501,301871,165046,246977,278778,371176,211378,692368,111810,350682,132133,118234,163876
25.692,356762,285139,342287,4380372,281490,248356,1214926,271360,309714,163749,253512,286240,381785,216338,710092,108546,369173,124171,111854,156340
25.696,340405,269838,328344,3946757,268367,230951,1166966,278173,322509,162533,266168,299891,397666,225243,720533,106081,379511,117555,105260,152267
25.700,326026,261753,322073,3504713,255317,218260,1106288,282356,333369,162711,280030,310853,412398,231881,705416,103463,384939,112345,98983,151565
25.704,318759,251803,321094,3075405,243394,209514,1029352,290126,350023,165552,291693,317815,426184,237988,664350,101332,390070,109653,95748,151726
25.708,310568,244104,318587,2607752,236487,201203,933427,303777,362718,169029,298875,328251,444298,241600,613027,100028,391711,105918,94193,149087
25.712,300036,237437,312053,2159169,230696,191855,822621,318893,361015,170819,304083,339026,457942,244863,570391,98311,389155,102215,91899,142682
25.717,294842,231168,305519,1765486,225690,183781,716283,331687,358828,172277,311696,339938,456316,249163,537124,95267,392565,98909,89129,139283
25.721,291992,225159,303446,1420005,219754,176270,623153,337389,360361,177144,317235,338071,452847,251263,497717,94160,390895,97645,87332,138270
25.725,288574,220293,301312,1136546,214747,169732,543622,337268,359183,181055,319760,338018,449545,252419,452256,93848,371979,97828,85515,138580
25.729,287394,220485,294862,916536,209829,164389,477495,335847,356349,185826,318884,337083,436041,253332,411672,96809,344641,95768,83768,138078
25.733,284412,221045,288766,743709,202724,160365,423562,335232,354758,191847,310950,331752,418628,254663,374428,98130,320255,92227,80269,137403
25.738,278303,217855,285464,612307,196185,154921,382103,334966,350033,193372,297168,326800,406733,256362,334437,99029,296091,89322,76882,136878
25.742,270070,214742,277629,516722,191876,152677,340914,332582,339215,191376,284657,314841,398235,253743,297053,99945,272214,88108,75020,139878
25.746,262280,210800,268662,445507,188238,151094,303069,322758,320919,190771,280248,301624,381316,247775,266960,102642,250891,85915,74250,142367
25.750,257384,205336,265135,391660,183338,147434,272815,308621,303378,188356,273628,291264,361743,237201,241835,104322,236968,82123,74369,143798
25.754,253162,201042,261433,356926,177964,140865,244161,298811,288325,184172,261189,279441,343452,225812,224008,102799,221211,83395,72914,143647
25.758,249169,199036,257230,334693,176728,136455,219708,289448,274308,178727,246789,267038,326986,216992,207778,101455,198945,86243,71139,143164
25.762,244324,195727,251965,316745,176281,135635,200328,277562,264740,173915,236562,253755,312930,213318,189826,102724,180542,86128,69928,142251
25.767,237798,189461,246379,304402,173613,135079,183152,265780,257803,169580,228491,245491,298312,211022,176521,102503,169170,85106,70606,139664
25.771,231633,186383,242464,297257,169187,134761,171181,254892,248097,164250,218884,241900,286163,205736,168406,104686,160796,85623,69216,135942
25.775,227376,183147,238114,288154,169631,135108,162858,245603,236941,158879,209313,234478,277303,198347,164798,107737,151580,84162,68211,132604
25.779,221245,178216,237417,280439,169135,133737,154372,237933,227181,153452,201118,226868,271590,189679,158913,108327,140534,81534,68443,128850
25.783,219114,173687,235829,274042,165712,129934,149033,227815,221262,150778,196245,219641,264644,184397,153760,107664,130788,80977,67414,126238
25.788,217247,171170,235265,271985,164159,129736,145497,217628,214529,147247,193404,212187,255735,180106,152479,108585,123038,81377,65885,124617
25.792,214646,171458,234225,271276,164210,127270,140614,210708,207091,141625,189887,204817,247876,173046,152172,106601,116823,80359,65820,122235
25.796,211873,170482,230366,267008,161377,126542,135314,204834,202526,139730,184182,198523,245423,165708,152750,104712,110891,80275,64314,118038
